LIBNAME,folder,MEMLABEL,TYPEMEM,id,type,LENGTH,VARNUM,display_name,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA90,numeric,8,82,Baseline SpO2 (SLPA90),,0,0,,0,0,1,616,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA91,numeric,8,83,Minimum SpO2 (SLPA91),,0,0,,0,0,1,624,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA92,numeric,8,84,Mean SpO2 (SLPA92),,0,0,,0,0,1,632,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA93,numeric,8,85,Standard Deviation SpO2 (SLPA93),,0,0,,0,0,1,640,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA94,numeric,8,86,Mean SpO2 (non-supine) (SLPA94),,0,0,,0,0,1,648,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA95,numeric,8,87,Mean SpO2 (supine) (SLPA95),,0,0,,0,0,1,656,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA96,numeric,8,88,Percent Time SpO2 < 95 (SLPA96),,0,0,,0,0,1,664,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA97,numeric,8,89,Percent Time SpO2 < 90 (SLPA97),,0,0,,0,0,1,672,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA98,numeric,8,90,Percent Time SpO2 < 85 (SLPA98),,0,0,,0,0,1,680,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA99,numeric,8,91,Percent Time SpO2 < 80 (SLPA99),,0,0,,0,0,1,688,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA100,numeric,8,93,Percent Time SpO2 < 75 (SLPA100),,0,0,,0,0,1,704,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA101,numeric,8,94,Percent Time SpO2 < 70 (SLPA101),,0,0,,0,0,1,712,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA102,numeric,8,95,Total time of artifact SpO2 (hours) (SLPA102),,0,0,,0,0,1,720,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA103,numeric,8,96,Total time of poor SpO2 (hours) (SLPA103),,0,0,,0,0,1,728,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA104,numeric,8,97,Percent of time with artifact SpO2 (SLPA104),,0,0,,0,0,1,736,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA105,numeric,8,98,Mean SpO2 desaturation (SLPA105),,0,0,,0,0,1,744,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA106,numeric,8,99,Mean SpO2 desaturation (non-supine) (SLPA106),,0,0,,0,0,1,752,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA107,numeric,8,100,Mean SpO2 desaturation (supine) (SLPA107),,0,0,,0,0,1,760,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA108,numeric,8,101,Mean SpO2 desaturation nadir (SLPA108),,0,0,,0,0,1,768,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA109,numeric,8,102,Mean SpO2 desaturation starting SpO2 (SLPA109),,0,0,,0,0,1,776,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA110,numeric,8,103,Mean SpO2 desaturation recovery (SLPA110),,0,0,,0,0,1,784,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA111,numeric,8,104,Minimum Heart Rate (SLPA111),,0,0,,0,0,1,792,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA112,numeric,8,105,Maximum Heart Rate (SLPA112),,0,0,,0,0,1,800,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA113,numeric,8,106,Mean Heart Rate (SLPA113),,0,0,,0,0,1,808,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA114,numeric,8,107,Standard Deviation Heart Rate (SLPA114),,0,0,,0,0,1,816,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA115,numeric,8,108,Mean Snore level (dB) (SLPA115),,0,0,,0,0,1,824,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA116,numeric,8,109,Total time spent in loud snoring (SLPA116),,0,0,,0,0,1,832,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA117,numeric,8,110,Percent of time with Snoring level > 30 dB (SLPA117),,0,0,,0,0,1,840,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA118,numeric,8,111,Percent of time with Snoring level > 40 dB (SLPA118),,0,0,,0,0,1,848,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA119,numeric,8,112,Percent of time with Snoring level > 50 dB (SLPA119),,0,0,,0,0,1,856,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA120,numeric,8,113,Percent of time with Snoring level > 60 dB (SLPA120),,0,0,,0,0,1,864,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
SOLB,Sleep Polysomnography,"Sleep Study Records, Created in job HC086721",,SLPA121,numeric,8,114,Reasons for Short Studies: SLP_OVERALL_FAIL_CODE (SLPA121),,0,0,,0,0,1,872,13154,V9,29MAY14:18:19:28,29MAY14:18:19:28,0,NONE,DATA,0,---,---,NO,NO,1,,ANSI,,NO,NO,NO,YES,0,,,YES
